26;Cours DAME HILAIRE;17000;LA ROCHELLE
26;Cours DAME HILAIRE;17000;LA ROCHELLE
20;Cours DAME HILAIRE;17000;LA ROCHELLE
20;Cours DAME HILAIRE;17000;LA ROCHELLE
42;Cours DAME HILAIRE;17000;LA ROCHELLE
38;Cours DAME HILAIRE;17000;LA ROCHELLE
8;Cours DAME HILAIRE;17000;LA ROCHELLE
6;Cours DAME HILAIRE;17000;LA ROCHELLE
34;Cours DAME HILAIRE;17000;LA ROCHELLE
34;Cours DAME HILAIRE;17000;LA ROCHELLE
32;Cours DAME HILAIRE;17000;LA ROCHELLE
30;Cours DAME HILAIRE;17000;LA ROCHELLE
38;Cours DAME HILAIRE;17000;LA ROCHELLE
18;Cours DAME HILAIRE;17000;LA ROCHELLE
26;Cours DAME HILAIRE;17000;LA ROCHELLE
10;Cours DAME HILAIRE;17000;LA ROCHELLE
34;Cours DAME HILAIRE;17000;LA ROCHELLE
38;Cours DAME HILAIRE;17000;LA ROCHELLE
4;Cours DAME HILAIRE;17000;LA ROCHELLE
24;Cours DAME HILAIRE;17000;LA ROCHELLE
4;Cours DAME HILAIRE;17000;LA ROCHELLE
17;Rue DES DAMES;17000;LA ROCHELLE
47;Avenue DANTON;17000;LA ROCHELLE
47;Avenue DANTON;17000;LA ROCHELLE
47;Avenue DANTON;17000;LA ROCHELLE
47;Avenue DANTON;17000;LA ROCHELLE
47;Avenue DANTON;17000;LA ROCHELLE
45;Avenue DANTON;17000;LA ROCHELLE
45;Avenue DANTON;17000;LA ROCHELLE
45;Avenue DANTON;17000;LA ROCHELLE
4;Avenue DANTON;17000;LA ROCHELLE
45;Avenue DANTON;17000;LA ROCHELLE
47;Avenue DANTON;17000;LA ROCHELLE
47;Avenue DANTON;17000;LA ROCHELLE
3;Rue DU DAUPHINE;17000;LA ROCHELLE
6;Rue DU DAUPHINE;17000;LA ROCHELLE
3;Rue DU DAUPHINE;17000;LA ROCHELLE
3;Rue DU DAUPHINE;17000;LA ROCHELLE
3;Rue DU DAUPHINE;17000;LA ROCHELLE
17;Rue DEBUSSY;17000;LA ROCHELLE
